"position","const","created","modified","description","Name","Known for","Birth date (month/day/year)",
"284","nm0266824","Sun Mar  9 15:47:40 2014","Sun Mar  9 15:47:40 2014","","Dakota Fanning","Actress, <a href=""http://www.imdb.com/title/tt0407304/"">War of the Worlds</a>","1994-02-23"

"285","nm0000098","Sun Mar  9 15:47:50 2014","Sun Mar  9 15:47:50 2014","","Jennifer Aniston","Actress, <a href=""http://www.imdb.com/title/tt0583459/"">The One Where Monica Gets a Roommate</a>","1969-02-11"

"286","nm0000124","Sun Mar  9 15:48:00 2014","Sun Mar  9 15:48:00 2014","","Jennifer Connelly","Actress, <a href=""http://www.imdb.com/title/tt0180093/"">Requiem for a Dream</a>","1970-12-12"

"287","nm1046097","Sun Mar  9 15:48:08 2014","Sun Mar  9 15:48:08 2014","","Rachel McAdams","Actress, <a href=""http://www.imdb.com/title/tt1605783/"">Midnight in Paris</a>","1978-11-17"

"288","nm1659547","Sun Mar  9 15:51:00 2014","Sun Mar  9 15:51:00 2014","","Carey Mulligan","Actress, <a href=""http://www.imdb.com/title/tt0780504/"">Drive</a>","1985-05-28"

"289","nm0005109","Sun Mar  9 15:51:10 2014","Sun Mar  9 15:51:10 2014","","Mila Kunis","Actress, <a href=""http://www.imdb.com/title/tt0947798/"">Black Swan</a>","1983-08-14"

"290","nm1086543","Sun Mar  9 15:51:22 2014","Sun Mar  9 15:51:22 2014","","Amanda Seyfried","Actress, <a href=""http://www.imdb.com/title/tt1707386/"">Les Misérables</a>","1985-12-03"

"291","nm0000182","Sun Mar  9 15:51:32 2014","Sun Mar  9 15:51:32 2014","","Jennifer Lopez","Actress, <a href=""http://www.imdb.com/title/tt0120780/"">Out of Sight</a>","1969-07-24"

"292","nm0000117","Sun Mar  9 15:51:45 2014","Sun Mar  9 15:51:45 2014","","Neve Campbell","Actress, <a href=""http://www.imdb.com/title/tt0117571/"">Scream</a>","1973-10-03"

"293","nm0000103","Sun Mar  9 15:51:55 2014","Sun Mar  9 15:51:55 2014","","Fairuza Balk","Actress, <a href=""http://www.imdb.com/title/tt0120586/"">American History X</a>","1974-05-21"

"294","nm0004695","Sun Mar  9 15:52:03 2014","Sun Mar  9 15:52:03 2014","","Jessica Alba","Actress, <a href=""http://www.imdb.com/title/tt0401792/"">Sin City</a>","1981-04-28"

"295","nm0829576","Sun Mar  9 15:52:12 2014","Sun Mar  9 15:52:12 2014","","Kristen Stewart","Actress, <a href=""http://www.imdb.com/title/tt1099212/"">Twilight</a>","1990-04-09"

"296","nm0910278","Sun Mar  9 15:52:24 2014","Sun Mar  9 15:52:24 2014","","Julie Walters","Actress, <a href=""http://www.imdb.com/title/tt1217209/"">Brave</a>","1950-02-22"

"297","nm1913734","Sun Mar  9 15:55:17 2014","Sun Mar  9 15:55:17 2014","","Rooney Mara","Actress, <a href=""http://www.imdb.com/title/tt1285016/"">The Social Network</a>","1985-04-17"

"298","nm0000130","Sun Mar  9 15:55:30 2014","Sun Mar  9 15:55:30 2014","","Jamie Lee Curtis","Actress, <a href=""http://www.imdb.com/title/tt0111503/"">True Lies</a>","1958-11-22"

"299","nm1297015","Sun Mar  9 15:55:37 2014","Sun Mar  9 15:55:37 2014","","Emma Stone","Actress, <a href=""http://www.imdb.com/title/tt1454029/"">The Help</a>","1988-11-06"

"300","nm0000379","Sun Mar  9 15:55:44 2014","Sun Mar  9 15:55:44 2014","","Kirsten Dunst","Actress, <a href=""http://www.imdb.com/title/tt0145487/"">Spider-Man</a>","1982-04-30"

"326","nm0000295","Mon Mar 10 07:37:02 2014","Mon Mar 10 07:37:02 2014","","Kate Beckinsale","Actress, <a href=""http://www.imdb.com/title/tt0320691/"">Underworld</a>","1973-07-26"

"327","nm0221046","Mon Mar 10 08:02:34 2014","Mon Mar 10 08:02:34 2014","","Zooey Deschanel","Actress, <a href=""http://www.imdb.com/title/tt0319343/"">Elf</a>","1980-01-17"

"328","nm0931329","Mon Mar 10 08:02:44 2014","Mon Mar 10 08:02:44 2014","","Michelle Williams","Actress, <a href=""http://www.imdb.com/title/tt1130884/"">Shutter Island</a>","1980-09-09"

"329","nm0000170","Mon Mar 10 08:02:54 2014","Mon Mar 10 08:02:54 2014","","Milla Jovovich","Actress, <a href=""http://www.imdb.com/title/tt0119116/"">The Fifth Element</a>","1975-12-17"

"330","nm1411125","Mon Mar 10 08:03:04 2014","Mon Mar 10 08:03:04 2014","","Selena Gomez","Actress, <a href=""http://www.imdb.com/title/tt0837562/"">Hotel Transylvania</a>","1992-07-22"

"331","nm0001838","Mon Mar 10 08:03:15 2014","Mon Mar 10 08:03:15 2014","","Rachel Weisz","Actress, <a href=""http://www.imdb.com/title/tt0120616/"">The Mummy</a>","1970-03-07"

"333","nm0001337","Mon Mar 10 08:03:34 2014","Mon Mar 10 08:03:34 2014","","Katherine Heigl","Actress, <a href=""http://www.imdb.com/title/tt0478311/"">Knocked Up</a>","1978-11-24"

"334","nm0000239","Mon Mar 10 08:03:45 2014","Mon Mar 10 08:03:45 2014","","Liv Tyler","Actress, <a href=""http://www.imdb.com/title/tt0800080/"">The Incredible Hulk</a>","1977-07-01"

"335","nm1567113","Mon Mar 10 08:07:42 2014","Mon Mar 10 08:07:42 2014","","Jessica Chastain","Actress, <a href=""http://www.imdb.com/title/tt3659388/"">The Martian</a>","1977-03-24"

"336","nm1083271","Mon Mar 10 08:07:48 2014","Mon Mar 10 08:07:48 2014","","Megan Fox","Actress, <a href=""http://www.imdb.com/title/tt0418279/"">Transformers</a>","1986-05-16"

"337","nm0924508","Mon Mar 10 08:08:01 2014","Mon Mar 10 08:08:01 2014","","Betty White","Actress, <a href=""http://www.imdb.com/title/tt0305669/"">Bringing Down the House</a>","1922-01-17"

"338","nm0656183","Mon Mar 10 08:08:11 2014","Mon Mar 10 08:08:11 2014","","Geraldine Page","Actress, <a href=""http://www.imdb.com/title/tt0076618/"">The Rescuers</a>","1924-11-22"

"339","nm0244630","Mon Mar 10 08:08:36 2014","Mon Mar 10 08:08:36 2014","","Eliza Dushku","Actress, <a href=""http://www.imdb.com/title/tt0111503/"">True Lies</a>","1980-12-30"

"340","nm0000705","Mon Mar 10 08:57:54 2014","Mon Mar 10 08:57:54 2014","","Robin Wright","Actress, <a href=""http://www.imdb.com/title/tt0109830/"">Forrest Gump</a>","1966-04-08"

"341","nm1015262","Mon Mar 10 08:58:04 2014","Mon Mar 10 08:58:04 2014","","Leighton Meester","Actress, <a href=""http://www.imdb.com/title/tt1232200/"">That's My Boy</a>","1986-04-09"

"342","nm0205626","Mon Mar 10 08:58:14 2014","Mon Mar 10 08:58:14 2014","","Viola Davis","Actress, <a href=""http://www.imdb.com/title/tt1454029/"">The Help</a>","1965-08-11"

"343","nm0000073","Mon Mar 10 08:58:26 2014","Mon Mar 10 08:58:26 2014","","Shirley Temple","Actress, <a href=""http://www.imdb.com/title/tt0031580/"">The Little Princess</a>","1928-04-23"

"344","nm0000506","Mon Mar 10 08:58:52 2014","Mon Mar 10 08:58:52 2014","","Julia Louis-Dreyfus","Actress, <a href=""http://www.imdb.com/title/tt0120623/"">A Bug's Life</a>","1961-01-13"

"345","nm1880888","Mon Mar 10 08:59:11 2014","Mon Mar 10 08:59:11 2014","","Olivia Thirlby","Actress, <a href=""http://www.imdb.com/title/tt0467406/"">Juno</a>","1986-10-06"

"346","nm0000333","Mon Mar 10 08:59:24 2014","Mon Mar 10 08:59:24 2014","","Cher","Soundtrack, <a href=""http://www.imdb.com/title/tt0089560/"">Mask</a>","1946-05-20"

"347","nm0004851","Mon Mar 10 09:02:47 2014","Mon Mar 10 09:02:47 2014","","Penélope Cruz","Actress, <a href=""http://www.imdb.com/title/tt1298650/"">Pirates of the Caribbean: On Stranger Tides</a>","1974-04-28"

"348","nm0001221","Mon Mar 10 09:02:57 2014","Mon Mar 10 09:02:57 2014","","Louise Fletcher","Actress, <a href=""http://www.imdb.com/title/tt0073486/"">One Flew Over the Cuckoo's Nest</a>","1934-07-22"

"349","nm0001046","Mon Mar 10 09:03:10 2014","Mon Mar 10 09:03:10 2014","","Julie Christie","Actress, <a href=""http://www.imdb.com/title/tt0059113/"">Doctor Zhivago</a>","1941-04-14"

"350","nm0623658","Mon Mar 10 09:03:19 2014","Mon Mar 10 09:03:19 2014","","Patricia Neal","Actress, <a href=""http://www.imdb.com/title/tt0054698/"">Breakfast at Tiffany's</a>","1926-01-20"

"376","nm0000843","Mon Mar 10 09:16:46 2014","Mon Mar 10 09:16:46 2014","","Anne Bancroft","Actress, <a href=""http://www.imdb.com/title/tt0061722/"">The Graduate</a>","1931-09-17"

"377","nm0001571","Mon Mar 10 09:17:01 2014","Mon Mar 10 09:17:01 2014","","Kim Novak","Actress, <a href=""http://www.imdb.com/title/tt0052357/"">Vertigo</a>","1933-02-13"

"378","nm0797531","Mon Mar 10 09:17:24 2014","Mon Mar 10 09:17:24 2014","","Simone Signoret","Actress, <a href=""http://www.imdb.com/title/tt0046911/"">Les diaboliques</a>","1921-03-25"

"379","nm0680983","Mon Mar 10 09:17:36 2014","Mon Mar 10 09:17:36 2014","","Ellen Page","Actress, <a href=""http://www.imdb.com/title/tt1375666/"">Inception</a>","1987-02-21"

"380","nm0536167","Mon Mar 10 09:17:46 2014","Mon Mar 10 09:17:46 2014","","Anna Magnani","Actress, <a href=""http://www.imdb.com/title/tt0038890/"">Roma città aperta</a>","1908-03-07"

"381","nm0391062","Mon Mar 10 09:17:58 2014","Mon Mar 10 09:17:58 2014","","Judy Holliday","Actress, <a href=""http://www.imdb.com/title/tt0042276/"">Born Yesterday</a>","1921-06-21"

"382","nm0949835","Mon Mar 10 09:18:11 2014","Mon Mar 10 09:18:11 2014","","Loretta Young","Actress, <a href=""http://www.imdb.com/title/tt0038991/"">The Stranger</a>","1913-01-06"

"383","nm0429250","Mon Mar 10 09:18:47 2014","Mon Mar 10 09:18:47 2014","","Shirley Jones","Actress, <a href=""http://www.imdb.com/title/tt0456554/"">Grandma's Boy</a>","1934-03-31"

"384","nm0267812","Mon Mar 10 09:26:51 2014","Mon Mar 10 09:26:51 2014","","Vera Farmiga","Actress, <a href=""http://www.imdb.com/title/tt1457767/"">The Conjuring</a>","1973-08-06"

"385","nm0371040","Mon Mar 10 09:29:36 2014","Mon Mar 10 09:29:36 2014","","Helen Hayes","Actress, <a href=""http://www.imdb.com/title/tt0022879/"">A Farewell to Arms</a>","1900-10-10"

"386","nm0237597","Mon Mar 10 09:29:55 2014","Mon Mar 10 09:29:55 2014","","Marie Dressler","Actress, <a href=""http://www.imdb.com/title/tt0023948/"">Dinner at Eight</a>","1868-11-09"

"387","nm0310980","Mon Mar 10 09:30:38 2014","Mon Mar 10 09:30:38 2014","","Janet Gaynor","Actress, <a href=""http://www.imdb.com/title/tt0018455/"">Sunrise: A Song of Two Humans</a>","1906-10-06"

"388","nm2143282","Mon Mar 10 09:30:49 2014","Mon Mar 10 09:30:49 2014","","Lupita Nyong'o","Actress, <a href=""http://www.imdb.com/title/tt2488496/"">Star Wars: The Force Awakens</a>","1983-03-01"

"389","nm0818055","Mon Mar 10 09:31:08 2014","Mon Mar 10 09:31:08 2014","","Octavia Spencer","Actress, <a href=""http://www.imdb.com/title/tt1454029/"">The Help</a>","1970-05-25"

"390","nm0502425","Mon Mar 10 09:31:22 2014","Mon Mar 10 09:31:22 2014","","Melissa Leo","Actress, <a href=""http://www.imdb.com/title/tt0964517/"">The Fighter</a>","1960-09-14"

"391","nm0594898","Mon Mar 10 09:31:36 2014","Mon Mar 10 09:31:36 2014","","Mo'Nique","Actress, <a href=""http://www.imdb.com/title/tt0929632/"">Precious</a>","1967-12-11"

"392","nm0559144","Mon Mar 10 09:33:21 2014","Mon Mar 10 09:33:21 2014","","Marlee Matlin","Actress, <a href=""http://www.imdb.com/title/tt0090830/"">Children of a Lesser God</a>","1965-08-24"

"393","nm0842770","Mon Mar 10 09:33:30 2014","Mon Mar 10 09:33:30 2014","","Tilda Swinton","Actress, <a href=""http://www.imdb.com/title/tt1242460/"">We Need to Talk About Kevin</a>","1960-11-05"

"394","nm1617685","Mon Mar 10 09:33:39 2014","Mon Mar 10 09:33:39 2014","","Jennifer Hudson","Soundtrack, <a href=""http://www.imdb.com/title/tt0443489/"">Dreamgirls</a>","1981-09-12"

"395","nm0000250","Mon Mar 10 09:33:52 2014","Mon Mar 10 09:33:52 2014","","Renée Zellweger","Actress, <a href=""http://www.imdb.com/title/tt0243155/"">Bridget Jones's Diary</a>","1969-04-25"

"396","nm0001315","Mon Mar 10 09:34:02 2014","Mon Mar 10 09:34:02 2014","","Marcia Gay Harden","Actress, <a href=""http://www.imdb.com/title/tt0758758/"">Into the Wild</a>","1959-08-14"

"397","nm0001593","Mon Mar 10 09:34:07 2014","Mon Mar 10 09:34:07 2014","","Anna Paquin","Actress, <a href=""http://www.imdb.com/title/tt0107822/"">The Piano</a>","1982-07-24"

"398","nm0000673","Mon Mar 10 09:34:15 2014","Mon Mar 10 09:34:15 2014","","Marisa Tomei","Actress, <a href=""http://www.imdb.com/title/tt1125849/"">The Wrestler</a>","1964-12-04"

"399","nm0001689","Mon Mar 10 09:34:48 2014","Mon Mar 10 09:34:48 2014","","Mercedes Ruehl","Actress, <a href=""http://www.imdb.com/title/tt0094737/"">Big</a>","1948-02-28"

"400","nm0002084","Mon Mar 10 09:34:58 2014","Mon Mar 10 09:34:58 2014","","Brenda Fricker","Actress, <a href=""http://www.imdb.com/title/tt0097937/"">My Left Foot: The Story of Christy Brown</a>","1945-02-17"

"426","nm0001156","Mon Mar 10 09:46:35 2014","Mon Mar 10 09:46:35 2014","","Olympia Dukakis","Actress, <a href=""http://www.imdb.com/title/tt0097778/"">Look Who's Talking</a>","1931-06-20"

"427","nm0001919","Mon Mar 10 09:49:06 2014","Mon Mar 10 09:49:06 2014","","Peggy Ashcroft","Actress, <a href=""http://www.imdb.com/title/tt0026029/"">The 39 Steps</a>","1907-12-22"

"428","nm0001373","Mon Mar 10 09:49:18 2014","Mon Mar 10 09:49:18 2014","","Linda Hunt","Actress, <a href=""http://www.imdb.com/title/tt0099938/"">Kindergarten Cop</a>","1945-04-02"

"429","nm0822972","Mon Mar 10 09:49:28 2014","Mon Mar 10 09:49:28 2014","","Maureen Stapleton","Actress, <a href=""http://www.imdb.com/title/tt0088933/"">Cocoon</a>","1925-06-21"

"430","nm0005460","Mon Mar 10 09:49:37 2014","Mon Mar 10 09:49:37 2014","","Mary Steenburgen","Actress, <a href=""http://www.imdb.com/title/tt0099088/"">Back to the Future Part III</a>","1953-02-08"

"431","nm0833152","Mon Mar 10 09:49:48 2014","Mon Mar 10 09:49:48 2014","","Beatrice Straight","Actress, <a href=""http://www.imdb.com/title/tt0084516/"">Poltergeist</a>","1914-08-02"

"432","nm0000603","Mon Mar 10 09:49:55 2014","Mon Mar 10 09:49:55 2014","","Vanessa Redgrave","Actress, <a href=""http://www.imdb.com/title/tt0117060/"">Mission: Impossible</a>","1937-01-30"

"433","nm0335519","Mon Mar 10 09:50:03 2014","Mon Mar 10 09:50:03 2014","","Lee Grant","Actress, <a href=""http://www.imdb.com/title/tt0061811/"">In the Heat of the Night</a>","1925-10-31"

"434","nm0373012","Mon Mar 10 09:50:13 2014","Mon Mar 10 09:50:13 2014","","Eileen Heckart","Actress, <a href=""http://www.imdb.com/title/tt0062595/"">One Life to Live</a>","1919-03-29"

"435","nm0001458","Mon Mar 10 09:50:21 2014","Mon Mar 10 09:50:21 2014","","Cloris Leachman","Actress, <a href=""http://www.imdb.com/title/tt0481499/"">The Croods</a>","1926-04-30"

"436","nm0002106","Mon Mar 10 09:50:30 2014","Mon Mar 10 09:50:30 2014","","Ruth Gordon","Actress, <a href=""http://www.imdb.com/title/tt0063522/"">Rosemary's Baby</a>","1896-10-30"

"437","nm0663820","Mon Mar 10 09:50:40 2014","Mon Mar 10 09:50:40 2014","","Estelle Parsons","Actress, <a href=""http://www.imdb.com/title/tt0061418/"">Bonnie and Clyde</a>","1927-11-20"

"438","nm0006800","Mon Mar 10 09:50:50 2014","Mon Mar 10 09:50:50 2014","","Sandy Dennis","Actress, <a href=""http://www.imdb.com/title/tt0061184/"">Who's Afraid of Virginia Woolf?</a>","1937-04-27"

"439","nm0001859","Mon Mar 10 09:50:59 2014","Mon Mar 10 09:50:59 2014","","Shelley Winters","Actress, <a href=""http://www.imdb.com/title/tt0056193/"">Lolita</a>","1922-08-18"

"440","nm0350454","Mon Mar 10 09:53:32 2014","Mon Mar 10 09:53:32 2014","","Maggie Gyllenhaal","Actress, <a href=""http://www.imdb.com/title/tt0468569/"">The Dark Knight</a>","1977-11-16"

"441","nm0005017","Mon Mar 10 09:55:39 2014","Mon Mar 10 09:55:39 2014","","Katie Holmes","Actress, <a href=""http://www.imdb.com/title/tt0372784/"">Batman Begins</a>","1978-12-18"

"442","nm0001157","Mon Mar 10 09:56:04 2014","Mon Mar 10 09:56:04 2014","","Patty Duke","Actress, <a href=""http://www.imdb.com/title/tt0062430/"">Valley of the Dolls</a>","1946-12-14"

"443","nm0001549","Mon Mar 10 09:56:37 2014","Mon Mar 10 09:56:37 2014","","Rita Moreno","Actress, <a href=""http://www.imdb.com/title/tt0055614/"">West Side Story</a>","1931-12-11"

"444","nm0384908","Mon Mar 10 09:56:49 2014","Mon Mar 10 09:56:49 2014","","Wendy Hiller","Actress, <a href=""http://www.imdb.com/title/tt0080678/"">The Elephant Man</a>","1912-08-15"

"445","nm0880855","Mon Mar 10 09:56:58 2014","Mon Mar 10 09:56:58 2014","","Miyoshi Umeki","Actress, <a href=""http://www.imdb.com/title/tt0050933/"">Sayonara</a>","1929-05-08"

"446","nm0540416","Mon Mar 10 09:57:08 2014","Mon Mar 10 09:57:08 2014","","Dorothy Malone","Actress, <a href=""http://www.imdb.com/title/tt0103772/"">Basic Instinct</a>","1925-01-30"

"447","nm0886888","Mon Mar 10 09:57:39 2014","Mon Mar 10 09:57:39 2014","","Jo Van Fleet","Actress, <a href=""http://www.imdb.com/title/tt0061512/"">Cool Hand Luke</a>","1915-12-29"

"448","nm0001693","Mon Mar 10 09:57:50 2014","Mon Mar 10 09:57:50 2014","","Eva Marie Saint","Actress, <a href=""http://www.imdb.com/title/tt0053125/"">North by Northwest</a>","1924-07-04"

"449","nm0002108","Mon Mar 10 09:58:01 2014","Mon Mar 10 09:58:01 2014","","Gloria Grahame","Actress, <a href=""http://www.imdb.com/title/tt0038650/"">It's a Wonderful Life</a>","1923-11-28"

"450","nm0001375","Mon Mar 10 09:58:16 2014","Mon Mar 10 09:58:16 2014","","Kim Hunter","Actress, <a href=""http://www.imdb.com/title/tt0063442/"">Planet of the Apes</a>","1922-11-12"

"476","nm0000301","Mon Mar 10 10:09:53 2014","Mon Mar 10 10:09:53 2014","","Thora Birch","Actress, <a href=""http://www.imdb.com/title/tt0169547/"">American Beauty</a>","1982-03-11"

"477","nm0872456","Mon Mar 10 10:07:12 2014","Mon Mar 10 10:07:12 2014","","Claire Trevor","Actress, <a href=""http://www.imdb.com/title/tt0031971/"">Stagecoach</a>","1910-03-08"

"478","nm0002141","Mon Mar 10 10:10:06 2014","Mon Mar 10 10:10:06 2014","","Celeste Holm","Actress, <a href=""http://www.imdb.com/title/tt0042192/"">All About Eve</a>","1917-04-29"

"479","nm0000879","Mon Mar 10 10:10:18 2014","Mon Mar 10 10:10:18 2014","","Anne Baxter","Actress, <a href=""http://www.imdb.com/title/tt0042192/"">All About Eve</a>","1923-05-07"

"480","nm0001451","Mon Mar 10 10:13:56 2014","Mon Mar 10 10:13:56 2014","","Queen Latifah","Producer, <a href=""http://www.imdb.com/title/tt0305669/"">Bringing Down the House</a>","1970-03-18"

"481","nm0000856","Mon Mar 10 10:14:04 2014","Mon Mar 10 10:14:04 2014","","Ethel Barrymore","Actress, <a href=""http://www.imdb.com/title/tt0040705/"">Portrait of Jennie</a>","1879-08-15"

"482","nm0206257","Mon Mar 10 10:15:17 2014","Mon Mar 10 10:15:17 2014","","Rosario Dawson","Actress, <a href=""http://www.imdb.com/title/tt0401792/"">Sin City</a>","1979-05-09"

"483","nm0942863","Mon Mar 10 10:15:29 2014","Mon Mar 10 10:15:29 2014","","Teresa Wright","Actress, <a href=""http://www.imdb.com/title/tt0036342/"">Shadow of a Doubt</a>","1918-10-27"

"484","nm0000802","Mon Mar 10 10:15:36 2014","Mon Mar 10 10:15:36 2014","","Mary Astor","Actress, <a href=""http://www.imdb.com/title/tt0033870/"">The Maltese Falcon</a>","1906-05-03"

"485","nm0002034","Mon Mar 10 10:23:53 2014","Mon Mar 10 10:23:53 2014","","Jane Darwell","Actress, <a href=""http://www.imdb.com/title/tt0032551/"">The Grapes of Wrath</a>","1879-10-15"

"486","nm0567408","Mon Mar 10 10:24:04 2014","Mon Mar 10 10:24:04 2014","","Hattie McDaniel","Actress, <a href=""http://www.imdb.com/title/tt0031381/"">Gone with the Wind</a>","1895-06-10"

"487","nm1985859","Mon Mar 10 10:44:45 2014","Mon Mar 10 10:44:45 2014","","Mia Wasikowska","Actress, <a href=""http://www.imdb.com/title/tt1014759/"">Alice in Wonderland</a>","1989-10-14"

"488","nm1113550","Mon Mar 10 10:49:01 2014","Mon Mar 10 10:49:01 2014","","Abigail Breslin","Actress, <a href=""http://www.imdb.com/title/tt0449059/"">Little Miss Sunshine</a>","1996-04-14"

"489","nm0814216","Mon Mar 10 10:49:24 2014","Mon Mar 10 10:49:24 2014","","Gale Sondergaard","Actress, <a href=""http://www.imdb.com/title/tt0029146/"">The Life of Emile Zola</a>","1899-02-15"

"490","nm0565250","Mon Mar 10 10:49:12 2014","Mon Mar 10 10:49:12 2014","","Melissa McCarthy","Actress, <a href=""http://www.imdb.com/title/tt3079380/"">Spy</a>","1970-08-26"

"491","nm0275486","Mon Mar 10 10:49:35 2014","Mon Mar 10 10:49:35 2014","","Tina Fey","Writer, <a href=""http://www.imdb.com/title/tt0377092/"">Mean Girls</a>","1970-05-18"

"492","nm0757855","Mon Mar 10 10:49:45 2014","Mon Mar 10 10:49:45 2014","","Zoe Saldana","Actress, <a href=""http://www.imdb.com/title/tt0499549/"">Avatar</a>","1978-06-19"

"493","nm0005253","Mon Mar 10 10:49:54 2014","Mon Mar 10 10:49:54 2014","","Elisabeth Moss","Actress, <a href=""http://www.imdb.com/title/tt0172493/"">Girl, Interrupted</a>"

"494","nm1597316","Mon Mar 10 10:50:06 2014","Mon Mar 10 10:50:06 2014","","Adrianne Palicki","Actress, <a href=""http://www.imdb.com/title/tt2911666/"">John Wick</a>","1983-05-06"

"495","nm0004950","Mon Mar 10 10:50:14 2014","Mon Mar 10 10:50:14 2014","","Jennifer Garner","Actress, <a href=""http://www.imdb.com/title/tt0790636/"">Dallas Buyers Club</a>","1972-04-17"

"496","nm1325419","Mon Mar 10 10:50:22 2014","Mon Mar 10 10:50:22 2014","","Kristen Wiig","Actress, <a href=""http://www.imdb.com/title/tt1478338/"">Bridesmaids</a>","1973-08-22"

"497","nm0820053","Mon Mar 10 10:50:30 2014","Mon Mar 10 10:50:30 2014","","June Squibb","Actress, <a href=""http://www.imdb.com/title/tt1821549/"">Nebraska</a>","1929-11-06"

"498","nm1020089","Mon Mar 10 10:50:39 2014","Mon Mar 10 10:50:39 2014","","Sally Hawkins","Actress, <a href=""http://www.imdb.com/title/tt1045670/"">Happy-Go-Lucky</a>","1976-04-27"

"499","nm0192505","Mon Mar 10 10:50:47 2014","Mon Mar 10 10:50:47 2014","","Kaley Cuoco","Actress, <a href=""http://www.imdb.com/title/tt0884732/"">The Wedding Ringer</a>","1985-11-30"

"500","nm0915208","Mon Mar 10 10:50:56 2014","Mon Mar 10 10:50:56 2014","","Naomi Watts","Actress, <a href=""http://www.imdb.com/title/tt0360717/"">King Kong</a>","1968-09-28"

"526","nm1455681","Mon Mar 10 11:00:31 2014","Mon Mar 10 11:00:31 2014","","AnnaSophia Robb","Actress, <a href=""http://www.imdb.com/title/tt0398808/"">Bridge to Terabithia</a>","1993-12-08"

"527","nm2605345","Mon Mar 10 11:00:43 2014","Mon Mar 10 11:00:43 2014","","Gemma Arterton","Actress, <a href=""http://www.imdb.com/title/tt0473075/"">Prince of Persia: The Sands of Time</a>","1986-02-02"

"528","nm1312575","Mon Mar 10 11:00:51 2014","Mon Mar 10 11:00:51 2014","","Olivia Wilde","Actress, <a href=""http://www.imdb.com/title/tt1979320/"">Rush</a>","1984-03-10"

"529","nm0279545","Mon Mar 10 11:00:57 2014","Mon Mar 10 11:00:57 2014","","Isla Fisher","Actress, <a href=""http://www.imdb.com/title/tt1670345/"">Now You See Me</a>","1976-02-03"

"530","nm0940362","Mon Mar 10 11:01:08 2014","Mon Mar 10 11:01:08 2014","","Shailene Woodley","Actress, <a href=""http://www.imdb.com/title/tt1840309/"">Divergent</a>","1991-11-15"

"531","nm2313103","Mon Mar 10 11:03:18 2014","Mon Mar 10 11:03:18 2014","","Rebel Wilson","Actress, <a href=""http://www.imdb.com/title/tt2848292/"">Pitch Perfect 2</a>","1980-03-02"

"532","nm0731075","Mon Mar 10 11:03:25 2014","Mon Mar 10 11:03:25 2014","","Emma Roberts","Actress, <a href=""http://www.imdb.com/title/tt1723121/"">We're the Millers</a>","1991-02-10"

"533","nm1720028","Mon Mar 10 11:03:30 2014","Mon Mar 10 11:03:30 2014","","Amber Heard","Actress, <a href=""http://www.imdb.com/title/tt1156398/"">Zombieland</a>","1986-04-22"

"534","nm1954240","Mon Mar 10 11:03:56 2014","Mon Mar 10 11:03:56 2014","","Teresa Palmer","Actress, <a href=""http://www.imdb.com/title/tt1588173/"">Warm Bodies</a>","1986-02-26"

"535","nm1519680","Mon Mar 10 11:04:05 2014","Mon Mar 10 11:04:05 2014","","Saoirse Ronan","Actress, <a href=""http://www.imdb.com/title/tt0783233/"">Atonement</a>","1994-04-12"

"536","nm0006969","Mon Mar 10 11:04:14 2014","Mon Mar 10 11:04:14 2014","","Elizabeth Banks","Actress, <a href=""http://www.imdb.com/title/tt1392170/"">The Hunger Games</a>","1974-02-10"

"537","nm0068338","Mon Mar 10 11:04:22 2014","Mon Mar 10 11:04:22 2014","","Kristen Bell","Actress, <a href=""http://www.imdb.com/title/tt0375568/"">Astro Boy</a>","1980-07-18"

"538","nm1754059","Mon Mar 10 11:04:30 2014","Mon Mar 10 11:04:30 2014","","Natalie Dormer","Actress, <a href=""http://www.imdb.com/title/tt1979320/"">Rush</a>","1982-02-11"

"539","nm0811242","Mon Mar 10 11:04:40 2014","Mon Mar 10 11:04:40 2014","","Brittany Snow","Actress, <a href=""http://www.imdb.com/title/tt1981677/"">Pitch Perfect</a>","1986-03-09"

"540","nm0544718","Mon Mar 10 11:04:48 2014","Mon Mar 10 11:04:48 2014","","Kate Mara","Actress, <a href=""http://www.imdb.com/title/tt1542344/"">127 Hours</a>","1983-02-27"

"541","nm2584600","Mon Mar 10 11:04:58 2014","Mon Mar 10 11:04:58 2014","","Julianne Hough","Self, <a href=""http://www.imdb.com/title/tt2659110/"">Julianne Hough/Jillian Michaels/Jackie Collins</a>","1988-07-20"

"542","nm2934314","Mon Mar 10 11:05:06 2014","Mon Mar 10 11:05:06 2014","","Lily Collins","Actress, <a href=""http://www.imdb.com/title/tt1538403/"">The Mortal Instruments: City of Bones</a>","1989-03-18"

"543","nm1130627","Mon Mar 10 11:05:11 2014","Mon Mar 10 11:05:11 2014","","Cobie Smulders","Actress, <a href=""http://www.imdb.com/title/tt0848228/"">The Avengers</a>","1982-04-03"

